"";"url";"total_sentence_count";"num_biased_sentences";"average_bias_strength";"biased_sentence_percentage";"conclusion";"domain";"newsguard"
"11";"https://apnews.com/article/business-government-and-politics-arizona-election-2020-e6158cd1b0c6442716064e6791b4c6fc";110;9;0,644444444444444;8,18181818181818;"The article is biased regarding the topic of voter fraud in the 2020 election, demonstrating a general bias tendency towards discrediting claims of widespread fraud, particularly those made by former President Donald Trump and his allies. The biases identified include Word Choice Bias, Opinionated Bias, and External Validation Bias, among others.";"apnews.com";95
"12";"https://apnews.com/article/china-gao-fu-vaccines-offer-low-protection-coronavirus-675bcb6b5710c7329823148ffbff6ef9";100;4;0,55;4;"The article exhibits bias regarding the discussion on the effectiveness of Chinese vaccines and the consideration of mixing them with other vaccines. The biases identified include Word Choice Bias, Projection Bias, and Source Selection Bias, indicating a tendency to influence perceptions through the use of negative connotations, projection of inconsistency, and selective citation of sources.";"apnews.com";95
"13";"https://apnews.com/article/congress-health-care-69c7bb592f8d73232bec1d8e15be82e3";55;10;0,57;18,1818181818182;"The article is biased regarding the discussion on health care, with a general bias tendency towards portraying the Democrats' proposals in a positive light while casting opposition and potential drawbacks in a negative or skeptical manner. The biases identified include Word Choice Bias, Emotional Sensationalism Bias, Opinionated Bias, Generalization Bias, and Political Bias.";"apnews.com";95
"14";"https://apnews.com/article/coronavirus-pandemic-joe-biden-business-los-angeles-health-48ff262b882a37308e4a3f15934b2ee4";49;5;0,64;10,2040816326531;"The article exhibits bias regarding the causes and implications of inflation, with a general tendency to attribute complex economic issues to specific actions or policies without considering broader contexts or evidence.";"apnews.com";95
"15";"https://apnews.com/article/coronavirus-pandemic-joe-biden-health-elections-virginia-9b9cc3084e504cd7c74f342e1ddbf08f";45;11;0,636363636363636;24,4444444444444;"The article exhibits bias regarding the interpretation of the election results and the implications for President Joe Biden's administration. It employs word choice, emotional sensationalism, opinionated statements, and causal misunderstandings to frame the narrative in a way that may downplay the significance of the challenges faced by the administration and overemphasize the potential effectiveness of its proposed solutions.";"apnews.com";95
"16";"https://apnews.com/article/coronavirus-pandemic-lifestyle-united-states-health-hunger-2c509e7e1ce108c47287b42315e2a0c3";116;2;0,6;1,72413793103448;"The article exhibits bias regarding food insecurity, particularly through the use of word choice and emotional sensationalism, which influence the reader's perception of the situation by introducing negative connotations and evoking strong emotions. The general bias tendency leans towards portraying the ongoing food insecurity issue in a more dramatic and negative light.";"apnews.com";95
"17";"https://apnews.com/article/donald-trump-arizona-election-recounts-election-2020-elections-2c967181998d1f514525f6f1953bf36e";75;13;0,623076923076923;17,3333333333333;"The article is biased regarding the topic of the Maricopa County election audit, with a general bias tendency towards undermining the credibility of the audit process and those involved in it through the use of word choice and ad hominem attacks.";"apnews.com";95
"18";"https://apnews.com/article/ethiopia-africa-famine-262c0faa72a9eb20fd0151c5ba7a7e91";18;5;0,58;27,7777777777778;"The article exhibits bias regarding the portrayal of the hunger crisis in Ethiopia’s Tigray region, with a general tendency towards questioning the statements and actions of the Ethiopian government and Prime Minister Abiy Ahmed. The biases identified include Word Choice Bias, Opinionated Bias, and Projection Bias, all of which contribute to a narrative that casts doubt on the official positions and actions described in the article.";"apnews.com";95
"19";"https://apnews.com/article/europe-india-lifestyle-coronavirus-pandemic-business-2b17a1cba2b69738b08e0926d2c3608d";257;2;0,65;0,778210116731518;"The article exhibits bias regarding the resurgence of COVID-19 in tourist areas, particularly in Missouri, through the use of Causal Misunderstanding and Emotional Sensationalism biases. The general bias tendency leans towards highlighting the negative impact of increased tourism on the spread of the virus.";"apnews.com";95
"20";"https://apnews.com/article/europe-russia-health-coronavirus-pandemic-business-42d0c14f0545371e16a360b677cb4c38";134;8;0,6625;5,97014925373134;"The article exhibits bias regarding the discussion of Russia's vaccination efforts, with a general tendency to oversimplify the causes of low vaccination rates and to present subjective opinions as facts.";"apnews.com";95
"21";"https://apnews.com/article/famine-david-beasley-nobel-prizes-coronavirus-pandemic-united-nations-f2c0e3b3d85b457a97b81c2c5fed08bd";35;5;0,6;14,2857142857143;"The article exhibits bias regarding the urgency and severity of the global food crisis, employing emotional sensationalism and word choice biases to emphasize the dire consequences and the critical need for action. The general bias tendency leans towards evoking strong emotional responses from the reader to highlight the severity of the situation.";"apnews.com";95
"22";"https://apnews.com/article/government-and-politics-arizona-ap-fact-check-election-2020-campaign-2016-f0c36df59ee1069d65aa6a70a22d88cc";44;7;0,814285714285714;15,9090909090909;"The article is biased regarding the claims made by Cyber Ninjas and its CEO Doug Logan about the 2020 election in Maricopa County, Arizona. The general bias tendency is towards presenting these claims as false or unsubstantiated, using language that implies wrongdoing and judgment without providing a balanced or evidence-based perspective.";"apnews.com";95
"23";"https://apnews.com/article/government-and-politics-elections-pennsylvania-campaigns-senate-elections-ce34efb5201d89392653002fafd49cf3";58;20;0,62;34,4827586206897;"The article is biased regarding the topic of election audits, particularly in its portrayal of the efforts in Pennsylvania and Arizona. It exhibits a general bias tendency through the use of word choice, unsubstantiated claims, emotional sensationalism, and speculation biases, which collectively influence the reader's perception of the legitimacy, motivations, and potential outcomes of the audit processes.";"apnews.com";95
"24";"https://apnews.com/article/hunger-coronavirus-pandemic-antonio-guterres-famine-covid-19-pandemic-d2c3634a9ceaff7fa6324a63eb158c85";47;11;0,563636363636364;23,4042553191489;"The article is biased regarding the topic of global hunger and famine, employing emotional sensationalism and causal misunderstanding biases to emphasize the severity of the crisis and attribute its causes in a way that may oversimplify or misrepresent the complex realities involved.";"apnews.com";95
"25";"https://apnews.com/article/joe-biden-arizona-technology-election-2020-elections-06609a392f456f0afc2436ff819c2f1c";31;2;0,7;6,45161290322581;"The article exhibits bias regarding the Arizona election audit, particularly in its portrayal of the auditors and the audit process, with a general tendency towards discrediting the efforts based on the perceived inexperience, bias, and unreliability of the auditors.";"apnews.com";95
"26";"https://apnews.com/article/joe-biden-business-health-government-and-politics-cuba-bd55fc4c4485e1d1d74fd05554047a98";41;4;0,6;9,75609756097561;"The article exhibits bias through the use of word choice, particularly in describing political actions and responses, which can influence the reader's perception of the events and individuals involved. The bias tends to lean towards a critical view of certain political figures and their policies.";"apnews.com";95
"27";"https://apnews.com/article/joe-biden-elections-arizona-government-and-politics-voter-registration-290cc4989a40383a5b5f435c4cafbb02";95;10;0,66;10,5263157894737;"The article exhibits bias regarding the ongoing audit in Arizona, particularly in its portrayal of the auditors, the audit process, and the positions of involved parties. The bias is primarily manifested through word choice, opinionated statements, and the presentation of information in a manner that discredits certain perspectives without a balanced or critical examination.";"apnews.com";95
"28";"https://apnews.com/article/joe-biden-health-coronavirus-pandemic-404cf650431f8aeee17d333180760337";71;6;0,633333333333333;8,45070422535211;"The article exhibits bias regarding the discussion on COVID-19 booster shots, particularly in its portrayal of the Biden administration's decision-making process and the responses to it. The biases identified include Word Choice Bias, Opinionated Bias, and Political Bias, with a general tendency to question the scientific basis and political motivations behind the administration's plan.";"apnews.com";95
"29";"https://apnews.com/article/technology-joe-biden-arizona-government-and-politics-ap-fact-check-0e7fad7e5bdf02d953c6b90a474267cc";65;12;0,7;18,4615384615385;"The article is biased regarding the discussion of voting fraud and irregularities in Arizona, demonstrating a general bias tendency towards presenting unsubstantiated claims and using word choice and opinionated statements to influence the reader's perception.";"apnews.com";95
"30";"https://ballotpedia.org/Counting_of_electoral_votes_(January_6-7,_2021)";63;4;0,625;6,34920634920635;"The article exhibits bias regarding the events at the Capitol on January 6, 2021, with a general tendency to use word choice and causal framing that could influence the reader's perception of the actions and individuals involved.";"ballotpedia.org";75
"31";"https://ballotpedia.org/Doug_Ducey_recall,_Governor_of_Arizona_(2020)";89;2;0,75;2,24719101123596;"The article exhibits bias regarding Governor Doug Ducey's actions during the coronavirus pandemic, with a general tendency towards Opinionated and Ad Hominem Bias in the criticisms presented.";"ballotpedia.org";75
"32";"https://baltimore.cbslocal.com/2021/11/02/supply-chain-issues-global-shortages-2021/";25;5;0,62;20;"The article is biased regarding the topic of supply chain issues, exhibiting a general bias tendency towards emphasizing the negative impact and uncertainty of the current situation through the use of speculative, sensational, and oversimplified language.";"baltimore.cbslocal.com";87,5
"33";"https://fortune.com/2021/06/09/covid-vaccine-rates-world-map-vaccination-by-country/";22;2;0,6;9,09090909090909;"The article exhibits bias regarding the global COVID vaccine rollout, particularly in terms of vaccine distribution and the effectiveness of certain vaccines, with a general tendency to use speculative language and judgmental word choices.";"fortune.com";100
"34";"https://fortune.com/2021/06/30/covid-vaccines-global-vaccination-rates-by-country/";20;4;0,525;20;"The article exhibits bias regarding the COVID-19 pandemic, particularly in its use of emotional sensationalism to emphasize the severity of the situation and in its discussion of vaccine distribution inequalities, which carries a political bias. The general bias tendency leans towards highlighting negative aspects and disparities without a fully balanced or nuanced perspective.";"fortune.com";100
"35";"https://fortune.com/2021/07/02/fully-vaccinated-deaths-covid-seychelles-sinopharm-covishield-astrazeneca/";17;1;0,7;5,88235294117647;"The article exhibits a moderate level of bias regarding the cause of the surge in COVID-19 infections in the Seychelles, leaning towards attributing it solely to the arrival of the delta variant without fully exploring other potential contributing factors.";"fortune.com";100
"36";"https://fortune.com/2021/07/14/covid-vaccine-tracker-update-worldwide-us-countries-pfizer-moderna-johnson-johnson-numbers-data/";22;2;0,6;9,09090909090909;"The article exhibits bias regarding the discussion of COVID-19 vaccines, particularly in its presentation of vaccines as the sole solution to the Delta variant and its use of emotionally charged language to describe the vaccine situation in African countries.";"fortune.com";100
"37";"https://fortune.com/2021/07/16/china-mrna-vaccine-pfizer-biontech-fosun-doses/";64;8;0,6;12,5;"The article exhibits bias regarding the discussion of China's approach to mRNA vaccines, particularly in the comparison with domestically produced vaccines. The bias tendency leans towards portraying mRNA vaccines in a more positive light compared to Sinovac and Sinopharm, using word choice and framing that imply a judgment on the relative effectiveness and the necessity of adopting mRNA technology.";"fortune.com";100
"38";"https://fortune.com/2021/10/07/reporters-notebook-epic-food-fuel-shortages-uk-johnson-drivers-keep-calm-and-carry-on/";100;14;0,685714285714286;14;"The article is biased regarding the U.K.'s current challenges with food and fuel shortages, Brexit's impact on the economy, and the government's response. It employs a variety of bias types, including Word Choice Bias, Opinionated Bias, Causal Misunderstanding Bias, and Emotional Sensationalism Bias, to present a negative and critical perspective without always providing a balanced or nuanced view.";"fortune.com";100
"39";"https://fortune.com/2021/10/11/stockpiling-panic-buying-gas-crisis/";62;4;0,575;6,45161290322581;"The article exhibits bias regarding the topic of panic buying, particularly in its portrayal of the behavior as rational and its criticism of the term 'panic' for its negative connotations, suggesting a general bias tendency towards normalizing and justifying panic buying behavior.";"fortune.com";100
"40";"https://hbr.org/2020/09/global-supply-chains-in-a-post-pandemic-world";19;3;0,466666666666667;15,7894736842105;"The article is biased regarding the discussion on global supply chains, showing a general bias tendency towards emphasizing the need for domestic production and employment growth while oversimplifying the causes of supply chain vulnerabilities.";"hbr.org";100
"41";"https://news.yahoo.com/president-biden-implores-congress-counter-140524304.html";1;1;0,6;100;"The article exhibits bias through the use of word choice, specifically in framing discussions about the 2020 election and voting laws. The general bias tendency leans towards discrediting claims about the 2020 election as 'the big lie' and promoting the narrative that certain voting laws are efforts to undermine elections and the right to vote.";"news.yahoo.com";100
"42";"https://nypost.com/2021/03/19/questions-about-bidens-physical-mental-health-ignored-by-press/";31;7;0,642857142857143;22,5806451612903;"The article is biased regarding the reporting on Biden's physical and mental health, showing a general bias tendency through the use of word choice, emotional sensationalism, speculation, and opinionated statements to imply judgment, dismissiveness, and a double standard in the press's treatment of health incidents involving different political figures.";"nypost.com";69,5
"43";"https://nypost.com/2021/05/07/biden-omits-the-word-god-from-national-prayer-declaration/";11;1;0,6;9,09090909090909;"The article exhibits bias regarding the omission of the word 'God' from the national prayer declaration, particularly through the use of word choice and the inclusion of quotes that criticize the omission, suggesting a bias towards a more traditional, Christian-centric view of prayer and religious language in official proclamations.";"nypost.com";69,5
"44";"https://nypost.com/2021/08/22/joker-joe-biden-cant-laugh-this-afghanistan-debacle-off-devine/";48;14;0,828571428571429;29,1666666666667;"The article is heavily biased against Joe Biden, particularly regarding his handling of the Afghanistan situation. It employs a range of bias types such as Word Choice Bias and Opinionated Bias, with a general tendency to discredit and undermine Biden's actions and character without providing a balanced or objective perspective.";"nypost.com";69,5
"45";"https://nypost.com/2021/10/14/emptyshelvesjoe-trending-amid-bidens-supply-chain-crisis/";14;2;0,6;14,2857142857143;"The article exhibits bias through the use of emotionally charged language and personal attacks to criticize President Biden's handling of the supply chain crisis, particularly through the hashtag #EmptyShelvesJoe, demonstrating a general bias tendency against the administration.";"nypost.com";69,5
"46";"https://nypost.com/2021/10/20/supply-chain-crisis-sparks-hoarding-in-parts-of-the-us/";29;9;0,566666666666667;31,0344827586207;"The article exhibits bias regarding the supply-chain crisis, particularly through the use of anecdotal evidence, causal misunderstanding, and emotional sensationalism, which collectively contribute to a narrative of widespread and severe shortages. The general bias tendency leans towards portraying the situation as more dire than it may be in reality.";"nypost.com";69,5
"47";"https://nypost.com/2021/10/28/north-korea-tells-citizens-food-shortage-will-last-through-2025/";16;3;0,6;18,75;"The article exhibits bias regarding the portrayal of the North Korean government's handling of the food shortage, with a general bias tendency towards speculation, emotional sensationalism, and word choice that implies judgment and criticism.";"nypost.com";69,5
"48";"https://nypost.com/2021/10/31/pete-buttigieg-says-supply-chain-crisis-could-continue/";21;6;0,633333333333333;28,5714285714286;"The article exhibits bias regarding the discussion on supply chain issues, particularly in its portrayal of the causes and solutions. It tends to oversimplify the complexities of the supply chain challenges, attributing them primarily to the pandemic and advocating for specific measures with a level of certainty and urgency that may not be entirely justified.";"nypost.com";69,5
"49";"https://techstartups.com/2021/07/17/mrna-vaccine-inventor-says-hes-worried-surge-covid-19-cases-countries-vaccinated-citizens-worrying-quite-bit-dr-malone-said/";25;5;0,6;20;"The article exhibits bias regarding the discussion on the effectiveness of COVID-19 vaccination, particularly in its portrayal of concerns raised by Dr. Robert Malone. The biases identified include Emotional Sensationalism, Word Choice, Speculation, Anecdotal Evidence, and Causal Misunderstanding, indicating a general tendency to present a narrative that questions the efficacy of vaccination without a comprehensive and balanced analysis.";"techstartups.com";5
"50";"https://theconversation.com/can-gene-editing-provide-a-solution-to-global-hunger-43444";60;8;0,6125;13,3333333333333;"The article discusses the potential of gene editing in addressing global food security issues, but it exhibits bias through the use of speculative, opinionated, and emotionally charged language, as well as oversimplified generalizations and causal misunderstandings regarding the risks and benefits of gene editing. The general bias tendency leans towards promoting gene editing as a necessary and beneficial solution without adequately addressing its complexities and potential drawbacks.";"theconversation.com";100
"51";"https://theconversation.com/covid-is-surging-in-the-worlds-most-vaccinated-country-why-160869";48;8;0,6375;16,6666666666667;"The article is biased regarding the discussion of vaccine efficacy, herd immunity, and the impact of variants on the COVID-19 pandemic, with a general bias tendency towards oversimplification of complex scientific and public health concepts.";"theconversation.com";100
"52";"https://theconversation.com/even-with-equal-vaccination-rates-covid-19-hotspots-still-have-higher-infection-rates-164059";51;7;0,642857142857143;13,7254901960784;"The article exhibits bias regarding the discussion of COVID-19 vaccination efforts, particularly in its portrayal of the effectiveness of policies and the implications of vaccination rates in different communities. The biases identified include Word Choice Bias, Generalization Bias, Opinionated Bias, and Causal Misunderstanding Bias, indicating a tendency to present subjective opinions, generalize complex issues, and oversimplify causal relationships.";"theconversation.com";100
"53";"https://theconversation.com/the-biden-administration-can-eliminate-food-insecurity-in-the-united-states-heres-how-153029";52;7;0,642857142857143;13,4615384615385;"The article exhibits bias regarding the topic of food insecurity in the United States, with a general tendency to use emotional sensationalism, opinionated statements, and speculative claims to advocate for specific policy changes without a fully balanced or evidence-based presentation.";"theconversation.com";100
"54";"https://theconversation.com/the-covid-19-pandemic-has-revealed-that-global-supply-chains-are-a-huge-house-of-cards-164821";35;2;0,95;5,71428571428571;"The article exhibits bias regarding the fragility of global supply chains, particularly in its word choice and the presentation of opinions as objective necessities. The general bias tendency leans towards portraying global supply chains in a highly negative and precarious light, especially in the context of the COVID-19 pandemic's impact.";"theconversation.com";100
"55";"https://thefederalist.com/";4;1;0,6;25;"The article exhibits a Word Choice Bias, specifically in the use of the term 'tawdry' to describe the behavior of the political reporter, implying a negative moral judgment.";"thefederalist.com";12,5
"56";"https://time.com/5820381/coronavirus-food-shortages-hunger/";83;7;0,6;8,43373493975904;"The article is biased regarding the impact of the COVID-19 pandemic on the global food supply, employing anecdotal evidence, emotional sensationalism, and speculation to emphasize the severity of the situation without a fully balanced or evidence-based approach.";"time.com";100
"57";"https://time.com/5864803/oxfam-hunger-covid-19/";18;3;0,566666666666667;16,6666666666667;"The article exhibits bias regarding the causes and impacts of COVID-19 related hunger, particularly through the lenses of Causal Misunderstanding and Discriminatory Bias. It focuses on specific narratives that may oversimplify the complexities of food insecurity and overlook broader systemic issues.";"time.com";100
"58";"https://time.com/5894289/debate-live-updates-biden-trump/";103;20;0,62;19,4174757281553;"The article is biased regarding the portrayal of the debate between Trump and Biden, with a general bias tendency towards highlighting negative aspects of Trump's behavior and statements through the use of word choice, emotional sensationalism, and unsubstantiated claims.";"time.com";100
"59";"https://www.abc15.com/news/state/arizona-house-passes-its-version-of-the-state-budget-kills-school-voucher-expansion";22;4;0,6;18,1818181818182;"The article exhibits bias regarding the legislative actions in Arizona, particularly in the portrayal of outcomes for public school teachers and the judgment of the impact of Republicans' actions, with a general bias tendency against certain legislative decisions.";"abc15.com";100
"60";"https://www.abc15.com/news/state/arizona-state-senate-cant-find-agreement-on-the-budget-joins-the-house-in-recess";17;3;0,6;17,6470588235294;"The article exhibits bias regarding the discussion on the Arizona State Senate's budget, with a general tendency towards presenting certain viewpoints as unquestionably negative (e.g., the flat tax proposal) without fully exploring alternative perspectives or acknowledging the complexity of the issue.";"abc15.com";100
"61";"https://www.abc15.com/news/state/poll-many-republican-voters-believe-audit-will-reveal-trump-won-maricopa-county";23;6;0,583333333333333;26,0869565217391;"The article exhibits bias regarding the audit of the Maricopa County election results, particularly in its portrayal of the motivations and expectations of the involved parties. It employs a mix of Opinionated Bias, Word Choice Bias, Speculation Bias, and Projection Bias to influence the reader's perception of the audit's purpose and potential outcomes.";"abc15.com";100
"62";"https://www.aljazeera.com/news/2019/4/1/churchills-policies-to-blame-for-1943-bengal-famine-study";26;8;0,6125;30,7692307692308;"The article exhibits bias regarding the causes of the 1943 Bengal famine, primarily through the use of emotionally charged language, appeals to authority, and the presentation of opinions as objective truths. The general bias tendency leans towards attributing the famine solely to Churchill's policies, overlooking the complexity of historical events and the multitude of factors that contribute to such crises.";"aljazeera.com";82,5
"63";"https://www.aljazeera.com/news/2021/7/16/how-effective-are-chinas-sinovac-and-sinopharm-vaccines";55;8;0,6;14,5454545454545;"The article exhibits bias regarding the discussion of COVID-19 vaccines, particularly in the comparison between Chinese-made vaccines and those from Western manufacturers. The bias tendency leans towards casting doubt on the efficacy of Chinese vaccines, especially in the context of the Delta variant surge, and suggesting a preference for Western vaccines without providing a balanced view.";"aljazeera.com";82,5
"64";"https://www.azcentral.com/in-depth/news/local/arizona-investigations/2021/07/14/how-doug-ducey-stepped-in-to-help-texas-tax-refund-millionaire/7621675002/";118;17;0,629411764705882;14,406779661017;"The article is biased regarding the relationship between G. Brint Ryan and Gov. Doug Ducey, suggesting a series of actions and decisions driven by personal interests and political ambitions without always providing a balanced or evidence-based perspective. The biases identified include Causal Misunderstanding, Opinionated, Projection, Speculation, and Word Choice biases, indicating a general tendency to present subjective opinions and speculative information as factual, influencing the reader's perception of the events and individuals involved.";"azcentral.com";92,5
"65";"https://www.azcentral.com/story/entertainment/dining/2021/09/28/why-does-arizona-have-restaurant-hospitality-labor-shortage/5899185001/";21;3;0,766666666666667;14,2857142857143;"The article exhibits bias regarding the reasons for the restaurant labor shortage, particularly in its causal explanations for workers leaving the industry and the generalization of anecdotal evidence without broader context. The biases are primarily focused on Causal Misunderstanding and Anecdotal Evidence, suggesting a tendency to oversimplify complex issues and rely on individual stories to support a broader narrative.";"azcentral.com";92,5
"66";"https://www.azcentral.com/story/news/politics/elections/2020/12/14/arizona-groups-fake-electors-try-cast-11-electoral-votes-trump/6536056002/";59;7;0,642857142857143;11,864406779661;"The article exhibits bias regarding the 2020 U.S. presidential election, particularly in its portrayal of efforts to contest the election results and the language used to describe the actions and motivations of the involved parties. The general bias tendency leans towards discrediting these efforts and questioning their legitimacy without providing a balanced or neutral perspective.";"azcentral.com";92,5
"67";"https://www.azcentral.com/story/news/politics/elections/2020/12/14/electoral-college-arizona-electors-cast-votes-joe-biden/3890127001/";66;10;0,6;15,1515151515152;"The article exhibits bias regarding the 2020 U.S. presidential election, particularly in its portrayal of the actions and statements of Republican legislators and challengers to the election results. The biases identified include Speculation Bias, Word Choice Bias, and the overall tendency to cast doubt on the legitimacy of the election process and its outcomes.";"azcentral.com";92,5
"68";"https://www.azcentral.com/story/news/politics/elections/2021/02/26/judge-says-maricopa-county-must-provide-2020-ballots-arizona-senate/6825892002/";52;13;0,607692307692308;25;"The article is biased regarding the dispute between the Maricopa County Board of Supervisors and the Arizona Senate over the audit of the 2020 election. It exhibits a general bias tendency towards presenting the county's position and actions in a more favorable light compared to the Senate's demands, often through the use of word choice, emotional sensationalism, and opinionated statements that imply judgment about the legality, necessity, and sufficiency of the county's actions and audits.";"azcentral.com";92,5
"69";"https://www.azcentral.com/story/news/politics/elections/2021/05/03/jim-lamon-first-republican-enter-arizonas-2022-senate-race/4928025001/";42;7;0,6;16,6666666666667;"The article exhibits bias through the use of word choice and emotional sensationalism, particularly in the portrayal of Lamon's campaign and the GOP primary, as well as in the positive framing of Kelly's financial performance and popularity. The general bias tendency leans towards a more favorable presentation of Democratic figures and positions, while subtly undermining the GOP primary process and certain Republican candidates.";"azcentral.com";92,5
"70";"https://www.azcentral.com/story/news/politics/elections/2021/05/27/rick-scott-confident-republican-flip-arizona-senate-seat-2022/7458995002/";36;2;0,6;5,55555555555556;"The article exhibits bias through the use of word choice and speculation, particularly regarding the election review in Maricopa County, which may influence the reader's perception of the political situation in Arizona.";"azcentral.com";92,5
"71";"https://www.azcentral.com/story/news/politics/elections/2021/07/02/records-show-trump-allies-kelli-ward-rudy-giuliani-pressured-county-officials-over-election-results/7813304002/";194;2;0,75;1,03092783505155;"The article is biased regarding the topic of climate change activism, demonstrating a tendency to discredit the activism based on the personal attributes and actions of the individuals involved rather than engaging with the substance of the activism itself.";"azcentral.com";92,5
"72";"https://www.azcentral.com/story/news/politics/elections/2021/07/08/arizona-audit-senate-plans-its-own-recount-ballots-fairgrounds/7906167002/";57;10;0,57;17,5438596491228;"The article exhibits bias regarding the Arizona Senate's audit activities, particularly through the use of speculative statements, word choice, and political framing that may influence the reader's perception of the audit's purpose, significance, and potential outcomes.";"azcentral.com";92,5
"73";"https://www.azcentral.com/story/news/politics/elections/2021/07/15/arizona-audit-senate-seek-more-maricopa-county-election-records/7973154002/";63;7;0,6;11,1111111111111;"The article exhibits bias regarding the Arizona election audit, particularly through the use of word choice and ad hominem attacks to influence the reader's perception of the audit process and the individuals involved. The general bias tendency leans towards portraying the audit and its stakeholders in a negative light, emphasizing conflict and incompetence.";"azcentral.com";92,5
"74";"https://www.azcentral.com/story/opinion/op-ed/2021/07/11/cyber-ninjas-play-different-election-audit-rules-than-maricopa-county/7904069002/";54;10;0,66;18,5185185185185;"The article is biased regarding the election audit in Maricopa County, particularly in its portrayal of the Cyber Ninjas' conduct and methods. It exhibits a general bias tendency through the use of word choice, ad hominem attacks, and opinionated statements to discredit the audit process and those involved, suggesting a lack of neutrality and objectivity.";"azcentral.com";92,5
"75";"https://www.azcentral.com/story/opinion/op-ed/ej-montini/2021/06/21/arizona-election-fraud-exists-karen-fann-chose-reinforce-myth/7766621002/";30;6;0,7;20;"The article is biased regarding the Arizona election and the subsequent audit, demonstrating a general bias tendency through the use of ad hominem attacks, derogatory language, and a dismissive tone towards opposing viewpoints.";"azcentral.com";92,5
"76";"https://www.azcentral.com/story/opinion/op-ed/ej-montini/2021/07/16/judge-pulls-back-curtain-arizona-sham-election-audit/7990265002/";18;2;0,9;11,1111111111111;"The article is biased regarding the Arizona election audit, demonstrating a strong tendency towards Ad Hominem Bias by attacking the character and motives of the individuals and organizations involved in the audit without addressing the substance of the audit itself.";"azcentral.com";92,5
